cust_id,first_purchase,latest_purchase,frequency,total_spent,lifetime_in_days,CV,CLV
12374,"2010-04-30 14:01:00","2010-10-14 13:31:00",3,2246.2900000000004,167,3328.852027333334,446938.99666423356
12376,"2010-10-18 08:42:00","2010-11-15 12:15:00",2,503.15,28,1118.452135,150165.844239797
12377,"2010-04-29 15:34:00","2010-11-23 19:24:00",2,1798.2,208,3997.21878,536675.387284116
12378,"2010-05-26 14:07:00","2010-05-26 14:07:00",1,1407.7000000000003,0,6258.352660000001,840260.1965074522
12379,"2010-06-23 12:49:00","2010-10-13 14:46:00",2,767.9799999999999,112,1707.1427419999998,229204.74025495237
12380,"2010-02-15 12:05:00","2010-08-31 14:54:00",7,6951.49,197,4414.990606,592766.3517408933
12385,"2010-11-25 15:14:00","2010-11-25 15:14:00",1,1938.3999999999999,0,8617.73872,1157036.559572384
12386,"2010-12-08 09:53:00","2010-12-08 09:53:00",1,258.90000000000003,0,1151.0176200000003,154538.15789996405
12387,"2010-10-20 16:27:00","2010-10-20 16:27:00",1,143.94,0,639.928452,85918.2018081144
12388,"2010-05-06 12:54:00","2010-09-20 12:41:00",2,1120.45,137,2490.648305,334399.92085557105
12389,"2010-02-22 10:15:00","2010-11-02 11:52:00",3,1433.3300000000002,253,2124.0995046666667,285186.27251545695
12391,"2010-02-15 10:12:00","2010-09-01 12:38:00",5,2312.530000000001,198,2056.209174800001,276071.16746883275
12392,"2010-04-27 14:04:00","2010-04-27 14:04:00",1,234.75000000000003,0,1043.6515500000003,140122.95313641004
12393,"2010-10-07 13:49:00","2010-11-22 16:10:00",2,816.8500000000003,46,1815.7758650000007,243790.0623418031
12395,"2010-04-16 10:16:00","2010-12-03 16:35:00",4,2048.6400000000003,231,2276.9609280000004,305709.78350732167
12396,"2010-02-03 13:22:00","2010-02-03 13:22:00",1,931.4300000000006,0,4140.951494000003,555973.2576777271
12399,"2010-03-05 08:45:00","2010-11-19 08:53:00",3,853.6500000000001,259,1265.05239,169848.716996658
12400,"2010-10-21 13:45:00","2010-10-21 13:45:00",1,205.25,0,912.50045,122514.31791799
12402,"2010-02-07 12:41:00","2010-11-12 09:50:00",5,1031.2999999999995,278,916.9907079999996,123117.18983563755
12403,"2010-07-06 11:39:00","2010-07-06 11:39:00",1,591.6600000000001,0,2630.4020280000004,353163.56316374167
12404,"2010-01-26 16:25:00","2010-01-26 16:25:00",1,63.24,0,281.152392,37748.138685182406
12406,"2010-01-11 14:04:00","2010-11-05 11:42:00",3,2975.0600000000013,298,4408.8405826666685,591940.6360781088
12408,"2010-07-29 13:27:00","2010-11-19 13:21:00",3,1452.2199999999996,113,2152.093225333333,288944.771038349
12409,"2010-05-23 15:21:00","2010-10-15 10:24:00",4,12346.619999999997,145,13722.650798999997,1842433.2861054975
12410,"2010-07-25 13:26:00","2010-07-25 13:26:00",1,320.38,0,1424.3454040000001,191235.74750092882
12411,"2010-10-26 09:25:00","2010-10-26 09:25:00",1,346.9,0,1542.24802,207065.612110844
12412,"2010-06-18 13:22:00","2010-11-02 17:02:00",3,1370.0499999999997,137,2030.322763333333,272595.60091521265
12413,"2010-11-02 13:26:00","2010-11-02 13:26:00",1,241.34999999999997,0,1072.99383,144062.512202226
12414,"2010-09-02 12:22:00","2010-09-02 13:47:00",3,390,0,577.9540000000001,77597.37553880001
12415,"2010-06-30 08:30:00","2010-11-29 15:07:00",7,19543.84000000001,152,12412.571981714293,1666539.2219233208
12416,"2010-02-21 10:19:00","2010-02-21 10:19:00",1,202.56,0,900.541248,120908.6491472256
12417,"2009-12-06 10:30:00","2010-10-25 14:27:00",11,3167.81,323,1280.313608909091,171897.72182207418
12418,"2010-03-19 14:47:00","2010-10-22 10:29:00",3,1352.6200000000001,217,2004.4926653333337,269127.5951315171
12419,"2010-10-22 10:40:00","2010-11-19 10:04:00",2,503.01,28,1118.1409290000001,150124.06103758383
12421,"2010-07-22 13:57:00","2010-10-20 14:28:00",2,291.56,90,648.108724,87016.5031234328
12422,"2009-12-18 12:44:00","2010-11-10 13:19:00",14,4428.239999999998,327,1406.2192422857138,188802.08915161298
12423,"2010-08-31 09:31:00","2010-11-17 11:33:00",2,763.08,78,1696.2505320000002,227742.32817749045
12424,"2010-06-09 15:15:00","2010-10-13 10:29:00",2,1579.0700000000002,126,3510.1147030000006,471275.7222771267
12425,"2010-09-17 14:10:00","2010-09-17 14:10:00",1,964.2100000000002,0,4286.684818000001,575539.7343712797
12426,"2010-02-15 08:41:00","2010-02-15 08:41:00",1,762.4800000000002,0,3389.8335840000013,455126.514621725
12427,"2010-12-03 10:44:00","2010-12-03 10:44:00",1,303.50000000000006,0,1349.3003000000003,181160.02673866006
12429,"2010-06-11 13:28:00","2010-12-09 12:05:00",5,3735.51,181,3321.4660716000008,445947.3419983736
12431,"2010-01-15 09:04:00","2010-12-01 10:03:00",13,4370.519999999997,320,1494.6506012307682,200675.07795256565
12433,"2010-08-20 09:23:00","2010-12-08 16:49:00",5,7205.38999999999,110,6406.744572399992,860183.6211284822
12434,"2010-11-23 13:38:00","2010-11-23 13:38:00",1,297.29,0,1321.691882,177453.25979946041
12435,"2009-12-02 13:58:00","2010-11-08 10:07:00",4,6096.04,341,6775.443658,909685.9714991277
12437,"2009-12-02 16:24:00","2010-11-09 14:46:00",21,7731.990000000006,342,1636.8991020000012,219773.67461254456
12439,"2009-12-14 08:40:00","2010-01-26 12:11:00",2,1158.18,43,2574.5183220000004,345660.49385202845
12440,"2009-12-22 12:03:00","2010-09-03 13:11:00",2,859.2000000000002,255,1909.9156800000005,256429.48101129607
12441,"2010-12-08 10:45:00","2010-12-08 10:45:00",1,173.55,0,771.5685900000001,103592.49634429802
12443,"2009-12-07 15:42:00","2009-12-07 15:42:00",1,485.31000000000006,0,2157.5911980000005,289682.9409441157
12445,"2010-10-15 12:28:00","2010-10-15 12:28:00",1,301.58,0,1340.764364,180013.97319224078
12449,"2010-09-27 09:37:00","2010-10-25 12:21:00",2,768.6,28,1708.52094,229389.78015046802
12450,"2010-08-22 13:11:00","2010-11-05 16:27:00",3,490.32,75,726.6215520000001,97557.80813893442
12451,"2010-06-28 12:58:00","2010-09-02 15:38:00",3,3634.36,66,5385.879229333334,723119.9942645979
12454,"2010-10-14 17:33:00","2010-11-09 10:09:00",4,13151.44,26,14617.167988000001,1962533.131838454
12455,"2009-12-18 12:33:00","2010-09-20 14:39:00",4,3413.0900000000006,276,3793.4788805000007,509320.8201494672
12457,"2010-09-30 17:59:00","2010-09-30 17:59:00",1,632.68,0,2812.768744,377648.51966067683
12458,"2010-08-09 10:33:00","2010-10-08 11:36:00",2,830.09,60,1845.207061,247741.5594653942
12459,"2010-04-13 14:53:00","2010-04-13 14:53:00",1,454.3599999999999,0,2019.9936879999996,271208.7965369936
12460,"2010-09-09 13:51:00","2010-09-09 13:51:00",1,326.65,0,1452.22057,194978.328613454
12466,"2010-01-26 16:26:00","2010-01-26 16:26:00",1,56.73,0,252.21023399999999,33862.3008793548
12467,"2010-10-12 15:41:00","2010-10-12 15:41:00",1,132.79999999999998,0,590.40224,79268.70362732801
12468,"2010-01-26 10:09:00","2010-07-01 10:28:00",3,2941.200000000001,156,4358.662320000002,585203.5921403043
12469,"2010-06-21 10:30:00","2010-07-05 12:40:00",2,3070.540000000001,14,6825.503366000003,916407.0980265656
12470,"2010-01-19 11:01:00","2010-01-19 11:01:00",1,211.95000000000002,0,942.2873100000002,126513.56727268203
12471,"2009-12-07 10:41:00","2010-11-30 14:35:00",49,20139.74000000001,358,1865.3595019166676,250447.270518236
12472,"2009-12-14 10:49:00","2010-12-05 14:19:00",13,11308.480000000018,356,3867.326183384622,519235.7214988228
12474,"2010-02-11 09:41:00","2010-11-26 12:19:00",13,5048.659999999996,288,1726.564048307691,231812.2875666969
12475,"2010-10-26 08:49:00","2010-10-26 08:49:00",1,426.26000000000005,0,1895.0667080000003,254435.82536283764
12476,"2010-07-26 09:04:00","2010-11-08 09:35:00",12,7298.989999999998,105,2704.1541451666662,363065.684669196
12477,"2010-03-26 14:01:00","2010-11-05 09:35:00",3,7056.63,224,10457.455218000001,1404040.9439701599
12480,"2010-07-20 13:21:00","2010-11-05 15:08:00",3,2183.22,108,3235.3864919999996,434390.1082662024
12481,"2010-04-11 13:10:00","2010-12-09 10:13:00",6,6765.069999999997,242,5012.6913676666645,673014.9709439353
12482,"2010-02-24 10:24:00","2010-05-12 16:51:00",29,23691.399999999994,77,3901.008374814814,523757.96662106155
12483,"2010-01-31 13:28:00","2010-11-26 12:35:00",11,2635.6,299,1065.21368,143017.93214689603
12484,"2010-01-27 16:41:00","2010-08-13 13:45:00",6,1828.4300000000003,198,1354.8056823333336,181899.1914825745
12485,"2010-06-28 15:22:00","2010-06-28 15:22:00",1,708.0999999999999,0,3148.0709799999995,422666.93553095596
12486,"2010-10-04 12:14:00","2010-10-04 12:14:00",1,1037.2800000000002,0,4611.539424000001,619155.428452973
12487,"2009-12-09 11:36:00","2009-12-09 11:36:00",1,285.29999999999995,0,1268.38674,170296.394163228
12490,"2009-12-01 12:52:00","2010-11-26 14:16:00",11,4405.710000000002,360,1780.6277743636372,239071.00236716555
12492,"2010-11-01 14:58:00","2010-11-01 14:58:00",1,452.0000000000001,0,2009.5016000000005,269800.10571952007
12494,"2010-05-12 13:52:00","2010-12-09 11:31:00",3,626.7700000000001,211,928.8313553333336,124706.94119603511
12495,"2010-03-09 10:53:00","2010-03-09 10:53:00",1,357.4,0,1588.92892,213333.092442824
12496,"2010-03-29 13:57:00","2010-03-29 14:06:00",2,54.09,0,120.23666100000001,16143.238626514203
12497,"2010-03-05 09:39:00","2010-11-04 12:31:00",2,5205.399999999999,244,11571.083659999998,1553559.148575652
12499,"2010-05-28 15:12:00","2010-05-28 15:12:00",1,393.71999999999997,0,1750.400376,235012.60536258723
12500,"2010-02-04 15:05:00","2010-09-30 18:45:00",8,1697.3899999999996,238,943.2820577499998,126647.12429404203
12503,"2010-05-04 13:59:00","2010-05-04 13:59:00",1,1126,0,5005.9708,672112.65274376
12504,"2010-04-22 10:24:00","2010-10-18 15:09:00",2,297.00000000000006,179,660.2013000000002,88640.07898086002
12505,"2010-10-27 09:18:00","2010-10-27 09:18:00",1,955.2,0,4246.62816,570161.6393435521
12507,"2010-05-04 09:23:00","2010-05-04 09:23:00",1,539.2499999999999,0,2397.3976499999994,321879.88276382996
12510,"2009-12-04 13:47:00","2010-09-06 14:27:00",7,4195.45,276,2664.5902300000002,357753.74637830607
12511,"2010-10-07 10:39:00","2010-10-07 10:39:00",1,3084.0200000000004,0,13710.936116000003,1840860.4469936157
12514,"2010-03-08 12:18:00","2010-03-08 12:18:00",1,580.08,0,2578.9196640000005,346251.4277119009
12516,"2010-04-19 14:14:00","2010-10-05 09:43:00",2,1336.5599999999997,169,2971.0392239999996,398898.2625005328
12519,"2010-08-20 08:21:00","2010-08-20 08:21:00",1,385.70000000000005,0,1714.7450600000002,230225.44419473203
12523,"2009-12-07 13:46:00","2010-11-30 12:31:00",12,2582.3799999999997,358,956.7287503333332,128452.50682300406
12524,"2010-02-08 14:41:00","2010-11-16 09:08:00",9,6640.39,281,3280.205095777778,440407.5526103352
12525,"2010-03-02 14:01:00","2010-07-29 16:08:00",3,973.7299999999998,149,1443.0029446666665,193740.7499574249
12527,"2010-06-28 15:37:00","2010-08-02 12:23:00",2,386.7999999999999,35,859.8177199999998,115441.01868618398
12529,"2010-06-29 13:10:00","2010-06-29 13:10:00",1,316.47999999999996,0,1407.006784,188907.8262347648
12530,"2010-03-07 14:37:00","2010-10-20 15:15:00",5,2096.9800000000005,227,1864.5507368000003,250338.683934389
12531,"2010-01-22 14:17:00","2010-01-22 14:17:00",1,1807.9799999999996,0,8037.917483999999,1079188.4848203047
12533,"2009-12-01 11:50:00","2010-03-22 10:56:00",2,1367.8899999999996,111,3040.6826809999993,408248.74625295814
12537,"2010-10-27 08:36:00","2010-10-27 08:36:00",1,732.9399999999998,0,3258.504651999999,437494.0032877543
12538,"2010-11-26 13:02:00","2010-11-26 13:02:00",1,276.5,0,1229.2637,165043.64874214
12539,"2009-12-23 13:00:00","2010-09-15 09:50:00",3,5646.399999999998,266,8367.58837333333,1123450.8236981544
12540,"2009-12-07 16:56:00","2010-11-26 10:43:00",16,8854.249999999993,354,2460.264040624998,330320.4626752016
12542,"2010-03-09 16:26:00","2010-08-12 19:12:00",2,481.8799999999999,156,1071.1710519999997,143817.78201783437
12543,"2010-09-17 15:51:00","2010-09-17 15:51:00",1,980.2500000000002,0,4357.995450000001,585114.0567069902
12547,"2010-07-27 13:55:00","2010-07-27 13:55:00",1,175.78,0,781.4827240000001,104923.58978623281
12549,"2010-01-11 12:29:00","2010-05-13 12:05:00",6,1575.6800000000003,122,1167.5263573333336,156754.65729355952
12553,"2010-10-12 13:35:00","2010-11-19 12:18:00",2,916.4700000000001,38,2037.2211630000004,273521.79523093865
12554,"2010-09-17 12:29:00","2010-09-17 12:29:00",1,468.49999999999994,0,2082.8572999999997,279649.00338406
12555,"2010-01-26 16:26:00","2010-01-26 16:26:00",1,129.23,0,574.5307339999999,77137.76031445479
12557,"2009-12-17 10:39:00","2010-12-03 12:20:00",4,6725.1799999999985,351,7474.701310999999,1003569.8423577441
12562,"2010-09-30 13:13:00","2010-11-19 09:35:00",2,1185.1799999999998,50,2634.5366219999996,353718.68285028834
12563,"2010-10-27 09:52:00","2010-10-27 09:52:00",1,249.24,0,1108.071192,148772.07599454242
12567,"2010-02-11 10:30:00","2010-12-07 10:36:00",7,4308.58,299,2736.4407091428575,367400.5497790802
12568,"2010-03-05 09:15:00","2010-03-05 09:15:00",1,70,0,311.206,41783.202213200006
12570,"2010-01-26 17:28:00","2010-01-26 17:28:00",1,77.52,0,344.638416,46271.911936675206
12573,"2010-08-31 17:25:00","2010-11-23 13:01:00",4,556.8700000000001,84,618.9331615000002,83099.32791594534
12575,"2010-07-01 09:15:00","2010-09-08 13:09:00",2,622.82,69,1384.4665780000003,185881.52858875165
12576,"2010-07-01 13:46:00","2010-11-12 12:44:00",3,826.8900000000002,134,919.0468905000002,123393.25742168914
12577,"2009-12-03 19:31:00","2010-11-23 14:06:00",5,995.9499999999998,355,885.5589019999999,118897.08641210439
12578,"2010-09-22 11:19:00","2010-11-19 17:21:00",2,1847.9400000000007,58,4107.785826000002,551520.3621275775
12580,"2010-05-12 11:45:00","2010-05-12 11:45:00",1,637.2,0,2832.86376,380346.5207178721
12582,"2010-05-11 09:55:00","2010-10-13 10:52:00",2,1469.0400000000004,155,3265.529016000001,438437.10985199537
12583,"2009-12-06 11:57:00","2010-12-01 08:45:00",13,7166.060000000005,360,2450.6822729230785,329033.99346365297
12586,"2009-12-16 13:15:00","2010-11-30 10:47:00",3,1865.7300000000012,349,2764.887478000002,371219.8755487319
12588,"2010-04-21 12:22:00","2010-11-05 12:53:00",3,743.8800000000002,198,1102.3805680000003,148008.04029692966
12589,"2010-01-19 12:26:00","2010-10-14 11:54:00",6,4048.9799999999996,268,3000.159214,402807.9764219108
12591,"2010-10-27 10:42:00","2010-11-14 14:32:00",2,899.3,18,1999.05397,268397.383930934
12592,"2010-07-08 14:06:00","2010-07-08 14:26:00",3,2145.06,0,3178.835916,426797.50352117524
12594,"2010-03-03 13:51:00","2010-11-26 12:17:00",5,1751.89,268,1557.7105124000002,209141.6403579513
12595,"2010-07-23 09:10:00","2010-07-23 09:10:00",1,299.02000000000004,0,1329.3831160000002,178485.90179701525
12598,"2010-03-01 09:58:00","2010-09-02 14:22:00",3,1511.0100000000002,185,2239.2160860000004,300642.07798174926
12599,"2010-05-11 10:42:00","2010-11-23 15:49:00",6,1264.14,196,936.6856020000001,125761.46963284443
12600,"2009-12-07 13:37:00","2010-12-03 12:57:00",12,2444.88,361,905.7872920000001,121612.99455596242
12601,"2010-10-31 10:57:00","2010-10-31 10:57:00",1,104.2,0,463.25236,62197.28100879201
12605,"2010-09-07 14:21:00","2010-11-28 14:18:00",4,1232.9499999999996,82,1370.3622774999997,183987.85417416046
12606,"2010-01-26 16:23:00","2010-01-26 16:23:00",1,21,0,93.3618,12534.96066396
12608,"2010-10-31 10:49:00","2010-10-31 10:49:00",1,415.78999999999996,0,1848.519182,248186.2521175204
12609,"2009-12-20 13:30:00","2010-11-30 14:48:00",6,2309.0100000000007,345,1710.8994430000005,229709.1231959547
12613,"2009-12-14 13:10:00","2010-11-16 17:17:00",5,3490.6900000000014,337,3103.781920400001,416720.5889531291
12615,"2010-03-18 14:09:00","2010-10-22 09:45:00",4,3449.79,218,3834.2690955000003,514797.40415384015
12616,"2010-11-16 11:38:00","2010-11-16 11:38:00",1,417.79999999999995,0,1857.4552399999998,249386.02692392797
12619,"2010-05-28 12:52:00","2010-05-28 12:52:00",1,140.14000000000001,0,623.0344120000001,83649.97083082642
12621,"2010-02-09 12:01:00","2010-12-09 10:16:00",16,11086.140000000005,303,3080.4225757500017,413584.3119498619
12623,"2010-01-12 11:45:00","2010-10-19 09:35:00",6,3442.74,280,2550.955582,342496.90854160045
12625,"2010-04-22 11:33:00","2010-07-18 15:56:00",2,2481.060000000001,87,5515.148274000002,740475.9405934431
12629,"2010-10-12 16:40:00","2010-11-19 09:18:00",2,1558.22,38,3463.7672380000004,465053.00966180366
12631,"2010-01-15 14:50:00","2010-09-09 14:50:00",5,2841.069999999999,237,2105.138167666666,282640.4816948955
12632,"2010-05-24 09:07:00","2010-07-07 09:39:00",2,804.8799999999999,44,1789.1677519999998,240217.5985525744
12633,"2010-07-02 11:44:00","2010-11-22 13:09:00",3,3514.1799999999994,143,5207.780481333333,699208.0645408722
12634,"2010-06-09 15:41:00","2010-06-22 10:05:00",2,490,13,1089.221,146241.2077462
12635,"2010-09-09 10:50:00","2010-11-12 15:46:00",2,1241.23,64,2759.1301670000003,370446.88630778744
12636,"2009-12-01 09:55:00","2009-12-01 09:55:00",1,141,0,626.8578,84163.30731516001
12637,"2010-06-14 13:36:00","2010-11-26 13:50:00",4,2318.4099999999994,165,2576.7967944999996,345966.40658251784
12638,"2010-03-10 10:30:00","2010-03-10 10:30:00",1,249.79999999999995,0,1110.5608399999999,149106.34161224798
12639,"2010-03-22 09:05:00","2010-10-01 12:17:00",2,826.2699999999999,193,1836.7155829999997,246601.47494786256
12643,"2010-04-07 14:16:00","2010-11-19 12:42:00",6,5005.78,226,3709.1161206666666,497994.09041617217
12644,"2010-01-14 13:02:00","2010-10-05 10:23:00",3,1440.5800000000006,264,2134.8435213333346,286628.78782996046
12645,"2010-02-09 10:49:00","2010-10-26 18:44:00",4,1764.1200000000006,259,1568.5849392000007,210601.66482385833
12647,"2010-01-13 15:06:00","2010-12-07 12:28:00",27,14201.530000000013,328,2428.3523874615407,326035.9339158389
12648,"2010-01-07 18:38:00","2010-09-28 10:35:00",3,793.95,264,1176.5809700000002,157970.34951033402
12649,"2010-01-12 17:24:00","2010-11-22 12:57:00",5,1671.1399999999999,314,1485.9108423999999,199501.65870447728
12651,"2010-08-31 15:21:00","2010-11-26 11:58:00",3,263.75,87,390.8599166666667,52477.71230348334
12652,"2010-10-01 15:16:00","2010-10-01 15:16:00",1,97.05000000000001,0,431.4648900000001,57929.42535415801
12653,"2010-07-01 09:56:00","2010-07-01 09:56:00",1,1950.98,0,8673.666884,1164545.597912985
12655,"2010-10-12 09:17:00","2010-10-12 09:17:00",1,261.35,0,1161.90983,156000.56997742603
12656,"2010-05-26 09:00:00","2010-10-10 10:43:00",3,2356.660000000001,137,3492.413009333335,468899.0539417141
12661,"2010-09-29 16:46:00","2010-09-29 16:46:00",1,162.00000000000003,0,720.2196000000001,96698.26797912002
12662,"2010-04-01 09:50:00","2010-12-01 13:04:00",10,3138.240000000002,244,1395.1987392000008,187322.45216221837
12663,"2010-02-09 14:28:00","2010-03-25 09:40:00",2,239.4,44,532.1622600000001,71449.27578457202
12664,"2009-12-13 10:28:00","2010-07-13 13:28:00",2,1188.16,212,2641.1608640000004,354608.06815454084
12665,"2010-02-08 15:11:00","2010-10-18 11:34:00",2,250.6,252,557.0587400000001,74791.93196162801
12666,"2010-11-10 16:40:00","2010-11-10 16:40:00",1,1248.42,0,5550.225636,745185.5043857592
12668,"2010-01-31 15:45:00","2010-11-26 11:48:00",6,7637.530000000001,299,4850.704410571429,651266.2457130234
12670,"2010-02-11 10:13:00","2010-11-19 10:05:00",2,764.24,281,1698.8290960000002,228088.53185297124
12671,"2010-04-12 16:30:00","2010-04-12 16:30:00",1,2622.481000000001,0,11659.026029800005,1565366.4846182142
12672,"2010-04-23 09:57:00","2010-04-23 09:57:00",1,211.15000000000003,0,938.7306700000001,126036.04496167402
12673,"2010-11-03 10:46:00","2010-11-03 10:46:00",1,619.5000000000001,0,2754.1731000000004,369781.3395868201
12675,"2010-05-10 16:44:00","2010-06-04 09:49:00",2,958.5000000000002,25,2130.6496500000007,286065.70943823014
12676,"2010-08-13 13:29:00","2010-10-27 09:36:00",5,1511.7000000000003,75,1344.1431720000003,180467.61938769845
12677,"2010-02-11 13:55:00","2010-06-02 14:30:00",2,395.09999999999997,111,878.26779,117918.165674538
12678,"2010-01-07 16:46:00","2010-11-29 09:55:00",9,16652.720000000005,326,8226.073619555558,1104450.7415234924
12681,"2009-12-13 13:31:00","2010-12-07 10:08:00",24,17080.740000000023,359,3164.064745500005,424814.2936732708
12682,"2009-12-01 09:28:00","2010-12-09 14:49:00",23,11745.690000000004,373,2270.3908087826094,304827.66484693246
12683,"2009-12-13 15:01:00","2010-12-09 12:17:00",8,4220.21,361,2345.27620225,314881.94252173
12686,"2010-12-03 09:51:00","2010-12-03 09:51:00",1,89.14,0,396.29861200000005,53207.923504066406
12687,"2010-08-16 12:10:00","2010-08-16 12:12:00",2,2138.9100000000003,0,4754.583039000001,638360.778898826
12691,"2010-10-15 12:00:00","2010-10-15 12:00:00",1,134.6,0,598.40468,80343.128827096
12692,"2010-03-12 14:02:00","2010-03-12 14:02:00",1,110.95,0,493.26151000000004,66226.37550792201
12693,"2010-07-05 13:56:00","2010-11-08 14:57:00",3,847.1100000000001,126,1255.3605460000003,168547.46869916125
12694,"2010-10-14 19:39:00","2010-10-14 19:39:00",1,973.6800000000003,0,4328.786544000001,581192.4047278371
12695,"2010-02-12 13:22:00","2010-06-29 16:12:00",3,825.0200000000002,137,1222.624638666667,164152.2737615918
12696,"2010-07-19 10:02:00","2010-10-01 10:43:00",2,851.9100000000001,74,1893.7107390000003,254253.76998176586
12698,"2010-04-28 15:51:00","2010-04-28 15:51:00",1,339.75000000000006,0,1510.4605500000002,202797.75645621005
12699,"2010-10-18 12:07:00","2010-10-18 12:07:00",1,638.1100000000001,0,2836.9094380000006,380889.7023466437
12701,"2010-03-16 13:23:00","2010-06-28 13:44:00",4,1648.7000000000005,104,1832.4476150000007,246028.4481746531
12703,"2010-01-24 12:05:00","2010-03-16 13:22:00",3,722.98,51,1071.4081613333335,143849.6168385683
12705,"2010-06-24 09:51:00","2010-11-21 13:59:00",5,4893.8099999999995,150,4351.3800996,584225.8652085152
12708,"2009-12-18 10:25:00","2010-12-06 10:43:00",9,2601.1900000000005,353,1284.930055777778,172517.5361348472
12709,"2009-12-09 13:49:00","2010-12-08 09:49:00",20,21356.820000000007,364,4997.271071368424,670944.6080382816
12711,"2010-02-01 11:30:00","2010-04-07 11:59:00",2,1339.0499999999993,65,2976.5742449999984,399641.4065970388
12712,"2009-12-09 10:46:00","2010-12-09 11:39:00",10,2797.5299999999984,365,1243.7258873999992,166985.37383927617
12714,"2009-12-04 10:00:00","2010-11-16 18:10:00",7,9384.850000000004,347,5960.452304285717,800263.4393684699
12717,"2010-04-28 14:34:00","2010-04-28 14:34:00",1,277.93,0,1235.621194,165897.21987306682
12720,"2010-07-21 09:46:00","2010-12-05 15:21:00",6,2478.939999999999,137,1836.811908666666,246614.40784378568
12721,"2010-08-25 11:07:00","2010-11-19 15:13:00",2,1356.9499999999998,86,3016.3641549999998,404983.687451441
12724,"2010-06-22 14:00:00","2010-11-21 13:26:00",3,1286.1100000000001,152,1905.9292793333336,255894.25808770792
12725,"2010-05-04 13:59:00","2010-12-03 15:45:00",4,2266.76,213,2519.3904020000004,338258.8980314045
12726,"2010-03-25 16:25:00","2010-11-17 16:59:00",4,1405.5,237,1562.142975,209736.752538045
12727,"2010-02-23 09:54:00","2010-09-23 10:45:00",3,1698.8300000000006,212,2517.5528046666677,338012.1781707171
12728,"2010-11-21 11:34:00","2010-11-21 11:34:00",1,233.84,0,1039.605872,139579.77150763842
12730,"2010-07-06 12:19:00","2010-07-06 12:19:00",1,829.2500000000001,0,3686.6796500000005,494981.7205042301
12731,"2010-03-02 09:23:00","2010-09-23 15:12:00",5,6879.800000000001,205,6117.242968000001,821314.4988182099
12733,"2010-01-19 13:23:00","2010-11-15 13:56:00",3,2040.9199999999996,300,3024.507378666666,406077.0145760197
12734,"2010-11-12 13:26:00","2010-11-30 11:05:00",2,529.25,18,1176.4698250000001,157955.42693811504
12737,"2010-07-29 12:27:00","2010-07-29 12:29:00",2,3710.5,0,8248.070450000001,1107404.0843719903
12738,"2010-12-02 18:27:00","2010-12-02 18:27:00",1,155.35,0,690.65503,92728.86376886601
12739,"2010-11-10 14:27:00","2010-11-19 09:42:00",2,1713.6899999999996,9,3809.3615009999994,511453.2557195621
